"","point","year","canyon","mountain_range","longitude","latitude","elevation_m","terrain_ruggedness","sagebrush_cover","rabbitbrush_cover","riparian_cover","coniferous_cover","veg_cover","precipitation","max_temp","min_temp"
"191","RI02.2",2001,"Riley","Shoshone",-117.4353,39.1268,2182,486.67,0.19,0.05,0,0.59,0.59,76.95,21.3,-3.3
"192","RI03.1",2001,"Riley","Shoshone",-117.4331,39.1373,2259.4,526.42,0.1,0.05,0,0.77,0.77,76.95,21.3,-3.3
"193","RI03.2",2001,"Riley","Shoshone",-117.4314,39.1414,2304.6,544,0.29,0,0,0.17,0.17,76.95,21.3,-3.3
"194","RI04.1",2001,"Riley","Shoshone",-117.4337,39.1491,2368.2,534.3,0.29,0.19,0,0.25,0.25,101.34,20,-3.1
"195","RI04.2",2001,"Riley","Shoshone",-117.4349,39.155,2412.5,434.42,0.57,0.33,0,0,0,101.34,20,-3.1
"196","RI05.1",2001,"Riley","Shoshone",-117.4396,39.1614,2482.8,372.74,0.48,0.1,0,0,0,147.06,17.4,-4.4
"197","RI05.2",2001,"Riley","Shoshone",-117.4346,39.1626,2545.1,456.69,0.14,0.1,0,0.41,0.41,101.34,20,-3.1
"198","RY01",2001,"Ryegrass","Monitor",-116.4148,39.1846,2144,217.16,0.38,0.67,0,0,0,74.17,21.7,-3.9
"199","RY02",2001,"Ryegrass","Monitor",-116.43,39.18,2185.9,229.1,0.86,0.14,0,0.02,0.02,74.17,21.7,-3.9
"200","RY03",2001,"Ryegrass","Monitor",-116.4459,39.1834,2234.7,250.22,0.9,0.52,0,0.01,0.01,93.48,19.1,-3.8
"201","RY04",2001,"Ryegrass","Monitor",-116.4578,39.1877,2283.2,252.94,0.19,0,0,0.31,0.31,80.76,20.8,-4.1
"202","RY05",2001,"Ryegrass","Monitor",-116.469,39.1869,2337.2,342.02,0.14,0,0,0.49,0.49,93.48,19.1,-3.8
"203","RY06",2001,"Ryegrass","Monitor",-116.4767,39.1903,2398.7,249.72,0.48,0.14,0,0.15,0.15,80.76,20.8,-4.1
"204","RY07",2001,"Ryegrass","Monitor",-116.485,39.1972,2412.2,183.78,0.57,0.24,0,0,0,81.79,20.5,-4.1
"205","SJ01.1",2001,"SanJuan","Toiyabe",-117.288,39.1468,2104.1,459.24,0.1,0.05,0.23,0.13,0.37,65.03,22.6,-2.1
"206","SJ01.2",2001,"SanJuan","Toiyabe",-117.287,39.1436,2117.1,470.11,0.14,0.05,0.02,0.44,0.45,83.82,20.7,-2.8
"207","SJ01.3",2001,"SanJuan","Toiyabe",-117.2832,39.1354,2159.8,488.4,0.19,0.05,0.61,0.23,0.83,83.82,20.7,-2.8
"208","SJ02.1",2001,"SanJuan","Toiyabe",-117.2752,39.1231,2219.8,432.51,0.19,0.1,0.24,0,0.24,83.82,20.7,-2.8
"209","SJ02.2",2001,"SanJuan","Toiyabe",-117.2753,39.1205,2230.5,459.02,0.43,0.33,0.13,0.02,0.15,83.82,20.7,-2.8
"210","SJ02.3",2001,"SanJuan","Toiyabe",-117.267,39.121,2288.6,406.05,0.62,0.19,0,0.08,0.08,122.43,18.7,-3
"211","SJ03.1",2001,"SanJuan","Toiyabe",-117.2639,39.1249,2337.6,454.17,0.24,0.1,0,0.44,0.44,122.43,18.7,-3
"212","SJ03.2",2001,"SanJuan","Toiyabe",-117.2623,39.1268,2384.1,502.64,0.14,0,0,0.52,0.52,122.43,18.7,-3
"213","SJ04.1",2001,"SanJuan","Toiyabe",-117.2628,39.1279,2400.8,432.35,0.29,0.1,0,0.2,0.2,122.43,18.7,-3
"214","SJ04.2",2001,"SanJuan","Toiyabe",-117.2607,39.1292,2446.4,537.3,0.29,0.19,0,0.1,0.1,122.43,18.7,-3
"215","SJ05.1",2001,"SanJuan","Toiyabe",-117.2579,39.1292,2504.1,380.83,0.48,0.14,0,0,0,122.43,18.7,-3
"216","SJ05.2",2001,"SanJuan","Toiyabe",-117.2543,39.1246,2552.8,403.74,0.43,0.1,0,0,0,122.43,18.7,-3
"217","SU01.1",2001,"Summit","Toiyabe",-117.2394,38.9689,1989.2,513.3,0.43,0.1,0.46,0.08,0.53,72.65,21.6,-2.5
"218","SU01.2",2001,"Summit","Toiyabe",-117.2461,38.9705,2071.6,580.55,0.1,0,0.83,0.11,0.92,72.65,21.6,-2.5
"219","SU02.1",2001,"Summit","Toiyabe",-117.2497,38.9725,2125.4,587.9,0.19,0.05,0.29,0.35,0.63,72.65,21.6,-2.5
"220","SU02.2",2001,"Summit","Toiyabe",-117.2514,38.9724,2145.5,604.92,0.05,0.05,0.07,0.54,0.6,72.65,21.6,-2.5
"221","SU03.1",2001,"Summit","Toiyabe",-117.2584,38.9754,2280.2,651.86,0.14,0,0.23,0.11,0.34,72.65,21.6,-2.5
"222","SU03.2",2001,"Summit","Toiyabe",-117.2623,38.9758,2311.2,609.13,0.1,0.05,0.32,0.44,0.75,72.65,21.6,-2.5
"223","SU04.1",2001,"Summit","Toiyabe",-117.2667,38.9755,2350.3,619.04,0.24,0,0.31,0.18,0.49,72.65,21.6,-2.5
"224","SU04.2",2001,"Summit","Toiyabe",-117.2724,38.9761,2408.7,682.07,0.14,0.05,0.45,0.14,0.6,144.52,16.3,-5.3
"225","SU05.1",2001,"Summit","Toiyabe",-117.2763,38.9804,2467.7,593.25,0.57,0.05,0,0.16,0.16,144.52,16.7,-4.8
"226","SU05.2",2001,"Summit","Toiyabe",-117.2779,38.9836,2523,586.58,0.57,0.05,0,0.16,0.16,144.52,16.7,-4.8
"227","SU06.1",2001,"Summit","Toiyabe",-117.2811,38.9844,2575.2,649.97,0.48,0,0,0.18,0.18,144.52,16.7,-4.8
"228","SU06.2",2001,"Summit","Toiyabe",-117.2796,38.9829,2587,794.81,0.14,0,0,0.71,0.71,144.52,16.7,-4.8
"229","SW00.1",2001,"Stewart","Toiyabe",-117.3798,38.9018,2604.5,582.66,0.43,0.05,0.41,0,0.41,118.11,17.9,-4.7
"230","SW01.1",2001,"Stewart","Toiyabe",-117.377,38.8998,2635.2,625.67,0.1,0,0.81,0,0.81,118.11,17.9,-4.7
"231","SW01.2",2001,"Stewart","Toiyabe",-117.375,38.8967,2667.1,455.97,0,0,0.9,0,0.9,118.11,17.9,-4.7
"232","SW02.1",2001,"Stewart","Toiyabe",-117.3723,38.8944,2731.3,567.63,0.19,0.05,0.68,0,0.68,174.25,14.8,-6.7
"233","SW02.2",2001,"Stewart","Toiyabe",-117.3698,38.8924,2795.2,435.72,0.43,0.14,0,0,0,174.25,14.8,-6.7
"234","SW03.1",2001,"Stewart","Toiyabe",-117.3645,38.8911,2853.9,605.79,0.29,0,0.63,0,0.63,174.25,14.8,-6.7
"235","SW03.2",2001,"Stewart","Toiyabe",-117.3615,38.8888,2896.9,538.79,0.05,0,0.9,0,0.9,174.25,14.8,-6.7
"236","SW04.1",2001,"Stewart","Toiyabe",-117.3583,38.8871,2949.8,661.09,0.33,0,0,0.32,0.32,174.25,14.8,-6.7
"237","SW05.1",2001,"Stewart","Toiyabe",-117.356,38.8863,3016.6,858.42,0.38,0,0.18,0.47,0.65,174.25,14.8,-6.7
"238","SW05.2",2001,"Stewart","Toiyabe",-117.3543,38.8855,3066.5,909.62,0.19,0,0.47,0,0.47,174.25,14.8,-6.7
"239","SW06.1",2001,"Stewart","Toiyabe",-117.3527,38.8828,3161.7,881.89,0.29,0.05,0,0.36,0.36,172.21,15.2,-6.4
"240","SW06.2",2001,"Stewart","Toiyabe",-117.3524,38.88,3219.1,675.83,0.9,0.1,0,0,0,172.21,15.2,-6.4
"241","UN01.1",2001,"Underdown","Shoshone",-117.3825,39.157,2026.7,330.8,0.1,0.05,0.17,0.23,0.4,60.96,22.8,-3.1
"242","UN01.2",2001,"Underdown","Shoshone",-117.3877,39.1575,2062.3,498.64,0.62,0,0,0.24,0.24,60.96,22.8,-3.1
"243","UN02.1",2001,"Underdown","Shoshone",-117.3955,39.161,2114.1,446.04,0.33,0.14,0,0.24,0.24,60.96,22.8,-3.1
"244","UN02.2",2001,"Underdown","Shoshone",-117.4011,39.1624,2147.1,414.83,0.29,0.1,0,0.29,0.29,101.34,20,-3.1
"245","UN03.1",2001,"Underdown","Shoshone",-117.4122,39.1648,2207.3,410.29,0.14,0.05,0,0.08,0.08,101.34,20,-3.1
"246","UN03.2",2001,"Underdown","Shoshone",-117.4184,39.1672,2245.9,419.07,0.24,0,0,0.27,0.27,101.34,20,-3.1
"247","UN04.1",2001,"Underdown","Shoshone",-117.4278,39.1684,2296.1,407.21,0.43,0,0,0.14,0.14,101.34,20,-3.1
"248","UN04.2",2001,"Underdown","Shoshone",-117.4379,39.173,2365,329.87,0.33,0.62,0,0.01,0.01,147.06,17.4,-4.4
"249","UN05.1",2001,"Underdown","Shoshone",-117.4415,39.1688,2424.3,319.11,0.33,0.1,0,0.01,0.01,147.06,17.4,-4.4
"250","UN05.2",2001,"Underdown","Shoshone",-117.4425,39.1629,2505.8,412.72,0.86,0.05,0,0,0,147.06,17.4,-4.4
"251","UN06.1",2001,"Underdown","Shoshone",-117.4468,39.162,2568.7,430.16,0.67,0.14,0,0,0,147.06,17.4,-4.4
"252","UN06.2",2001,"Underdown","Shoshone",-117.4479,39.1591,2590.6,461.07,0.48,0.05,0,0,0,147.06,17.4,-4.4
"253","UN07.1",2001,"Underdown","Shoshone",-117.4503,39.159,2634.4,518.38,0.43,0.19,0,0,0,147.06,17.4,-4.4
"254","UN07.2",2001,"Underdown","Shoshone",-117.4514,39.1597,2656.7,540.26,0.33,0.1,0,0.47,0.47,147.06,17.4,-4.4
"255","UN0B1",2001,"Underdown","Shoshone",-117.3911,39.159,2083,537.5,0.14,0.76,0,0,0,60.96,22.8,-3.1
"256","UN0B2",2001,"Underdown","Shoshone",-117.3973,39.1608,2128.7,480.19,0.05,0.52,0,0,0,101.34,20,-3.1
"257","UN0B3",2001,"Underdown","Shoshone",-117.3984,39.1611,2134.7,472.2,0,0.19,0,0.03,0.03,101.34,20,-3.1
"258","UN0B4",2001,"Underdown","Shoshone",-117.3997,39.1617,2137,463.25,0.05,0.1,0,0.14,0.14,101.34,20,-3.1
"259","UN0B5",2001,"Underdown","Shoshone",-117.4151,39.1655,2231.2,389.93,0.24,0.52,0,0,0,101.34,20,-3.1
"260","UN0B6",2001,"Underdown","Shoshone",-117.4176,39.1663,2245.1,440.03,0.48,0.33,0,0.03,0.03,101.34,20,-3.1
"261","UN0B7",2001,"Underdown","Shoshone",-117.4202,39.1673,2258.5,430.82,0.14,0.19,0,0,0,101.34,20,-3.1
"262","WA01.1",2001,"Wall","Toiyabe",-117.2226,38.6812,1938.3,651.16,0.52,0.05,0,0,0,52.83,25.1,-1.3
"263","WA01.2",2001,"Wall","Toiyabe",-117.2329,38.6833,1983.9,521.8,0.76,0.24,0,0,0,79.5,21.3,-2.5
"264","WA02.1",2001,"Wall","Toiyabe",-117.2431,38.6857,2036.7,433.75,0.33,0.05,0,0.04,0.04,79.5,21.3,-2.5
"265","WA02.2",2001,"Wall","Toiyabe",-117.2528,38.6884,2086.5,404.58,0.76,0,0,0.18,0.18,83.31,21.3,-2.7
"266","WA03.1",2001,"Wall","Toiyabe",-117.2638,38.6925,2151.1,445.37,0.14,0.14,0,0.12,0.12,83.31,21.3,-2.7
"267","WA03.2",2001,"Wall","Toiyabe",-117.2702,38.6959,2201.1,363.73,0.24,0.1,0,0,0,83.31,21.3,-2.7
"268","WA04.1",2001,"Wall","Toiyabe",-117.2781,38.7036,2259.6,300.67,0.19,0.38,0,0,0,110.99,19.7,-3.4
"269","WA04.2",2001,"Wall","Toiyabe",-117.2823,38.7067,2303.4,485.67,0.24,0.1,0,0,0,110.99,19.7,-3.4
"270","WA05.1",2001,"Wall","Toiyabe",-117.289,38.7089,2355.7,434.23,0.1,0.1,0,0,0,110.99,19.7,-3.4
"271","WA05.2",2001,"Wall","Toiyabe",-117.2924,38.7124,2414.3,501.26,0,0.14,0,0,0,110.99,19.7,-3.4
"272","WA06.1",2001,"Wall","Toiyabe",-117.2883,38.7122,2404.6,519,0,0.1,0,0.13,0.13,110.99,19.7,-3.4
"273","WA0B1",2001,"Wall","Toiyabe",-117.2673,38.6936,2174.4,418,0.1,0.67,0,0,0,83.31,21.3,-2.7
"274","WA0B2",2001,"Wall","Toiyabe",-117.2716,38.6972,2212.3,436.3,0,0.19,0,0,0,110.99,19.7,-3.4
"275","WA0B3",2001,"Wall","Toiyabe",-117.2722,38.6998,2226.5,447.95,0,0.71,0,0,0,110.99,19.7,-3.4
"276","WA0B4",2001,"Wall","Toiyabe",-117.2764,38.7032,2263,461.57,0,0.1,0,0,0,110.99,19.7,-3.4
"277","WA0B5",2001,"Wall","Toiyabe",-117.2793,38.7043,2267.5,322.96,0,0.67,0,0,0,110.99,19.7,-3.4
"278","WA0B6",2001,"Wall","Toiyabe",-117.2854,38.707,2321.2,354.06,0,0.19,0,0.03,0.03,110.99,19.7,-3.4
"279","WA0B7",2001,"Wall","Toiyabe",-117.2909,38.7094,2372.4,430.45,0.05,0.05,0,0.01,0.01,110.99,19.7,-3.4
"280","WH08",2001,"WhiteSage","Monitor",-116.493,39.2064,2319.9,391.94,0.81,0.38,0,0.15,0.15,81.79,20.5,-4.1
"281","WH09",2001,"WhiteSage","Monitor",-116.5143,39.2043,2253,403.47,0.52,0.38,0,0,0,81.79,20.5,-4.1
"282","WH10",2001,"WhiteSage","Monitor",-116.5254,39.1865,2205.1,289.69,0.52,0.38,0,0.08,0.08,72.65,21.6,-3.5
"283","WH11",2001,"WhiteSage","Monitor",-116.5289,39.1752,2177.5,316.78,0.71,0.14,0,0.07,0.07,72.65,21.6,-3.5
"284","WH12",2001,"WhiteSage","Monitor",-116.5301,39.1685,2162.8,227.84,0.86,0.1,0,0,0,72.65,21.6,-3.5
"285","WH13",2001,"WhiteSage","Monitor",-116.5375,39.1445,2117,260.34,0.85,0.07,0,0,0,68.58,22.2,-3.4
"286","WL01",2001,"Wallace","Monitor",-116.5717,39.3,2134.1,333.35,0.29,0.05,0.06,0.04,0.1,66.81,22.4,-2.9
"287","WL02",2001,"Wallace","Monitor",-116.5676,39.3024,2155.3,469.87,0,0,1,0,1,66.81,22.4,-2.9
"288","WL03",2001,"Wallace","Monitor",-116.5648,39.3054,2163.9,395.27,0.76,0.38,0,0.22,0.22,66.81,22.4,-2.9
"289","WL04",2001,"Wallace","Monitor",-116.5549,39.3141,2204,470.85,0.52,0.19,0,0.29,0.29,84.58,19.5,-3.4
"290","WL05",2001,"Wallace","Monitor",-116.5372,39.322,2312.8,585.84,0,0,0.13,0.33,0.45,84.58,19.5,-3.4
"291","WL06",2001,"Wallace","Monitor",-116.5342,39.3217,2327,554.82,0.1,0,0.23,0.25,0.47,84.58,19.5,-3.4
"292","WL07",2001,"Wallace","Monitor",-116.5311,39.3206,2347.4,499.58,0.38,0.14,0.3,0.21,0.5,84.58,19.5,-3.4
"293","WL08",2001,"Wallace","Monitor",-116.5273,39.3197,2363.8,491.62,0.29,0,0.46,0.28,0.69,84.58,19.5,-3.4
"294","WL09",2001,"Wallace","Monitor",-116.5203,39.3181,2423.4,411.71,0.33,0.14,0,0.05,0.05,95,18.3,-4.2
"295","WL10",2001,"Wallace","Monitor",-116.5232,39.3115,2367.3,407.09,0.19,0,0,0.3,0.3,77.22,20.4,-3.6
"296","WL11",2001,"Wallace","Monitor",-116.5178,39.2983,2279.2,382.58,0.67,0.38,0,0.05,0.05,78.99,20.8,-4.1
"297","WL12",2001,"Wallace","Monitor",-116.5106,39.2884,2284,234.18,0.52,0.52,0,0,0,78.99,20.8,-4.1
"298","WL13",2001,"Wallace","Monitor",-116.4967,39.2799,2271.6,363.45,0.57,0.62,0,0,0,78.99,20.8,-4.1
"299","WS01.1",2001,"Washington","Toiyabe",-117.2726,39.159,2133.3,352.02,0.14,0.1,0.24,0.03,0.27,65.03,22.6,-2.1
"300","WS01.2",2001,"Washington","Toiyabe",-117.2631,39.1569,2187.8,458.83,0,0,0.21,0.03,0.24,103.89,19.3,-2.5
"301","WS01.3",2001,"Washington","Toiyabe",-117.2575,39.1563,2211.9,521.07,0.43,0.05,0,0.27,0.27,103.89,19.3,-2.5
"302","WS02.1",2001,"Washington","Toiyabe",-117.2501,39.1535,2251.9,507.53,0.33,0.05,0.03,0.46,0.49,103.89,19.3,-2.5
"303","WS02.2",2001,"Washington","Toiyabe",-117.2475,39.153,2269,505.22,0.19,0,0.3,0.16,0.46,103.89,19.3,-2.5
"304","WS02.3",2001,"Washington","Toiyabe",-117.2432,39.1528,2294.7,530.35,0.19,0,0.12,0.22,0.34,103.89,19.3,-2.5
"305","WS03.1",2001,"Washington","Toiyabe",-117.2357,39.1546,2332.1,453.49,0.57,0,0.22,0.05,0.26,103.89,19.3,-2.5
"306","WS03.2",2001,"Washington","Toiyabe",-117.2321,39.1551,2351.9,480.97,0.19,0.05,0.38,0,0.38,103.89,19.3,-2.5
"307","WS03.3",2001,"Washington","Toiyabe",-117.2255,39.156,2394.8,563.67,0.14,0,0.66,0.26,0.92,170.43,16.8,-4.2
"308","AL14",2002,"Allison","Monitor",-116.4824,39.2745,2285.1,261.85,0.33,0.29,0,0,0,69.08,16.7,-7.4
"309","AL15",2002,"Allison","Monitor",-116.4774,39.2835,2325.2,327.14,0.71,0.33,0,0.09,0.09,79.75,14.9,-8.4
"310","AL16",2002,"Allison","Monitor",-116.4678,39.2915,2394.3,385.55,0.48,0.05,0,0.14,0.14,79.75,14.9,-8.4
"311","AL17",2002,"Allison","Monitor",-116.4547,39.3079,2487.1,273.18,0.62,0.1,0,0,0,79.75,14.9,-8.4
"312","AL18",2002,"Allison","Monitor",-116.4463,39.3091,2397.5,504.64,0,0,0,0.55,0.55,79.75,14.9,-8.4
"313","AL19",2002,"Allison","Monitor",-116.4349,39.315,2279.7,473.37,0.43,0.14,0.05,0.28,0.32,65.03,17.3,-7.3
"314","AL20",2002,"Allison","Monitor",-116.4234,39.3172,2227.5,563.92,0.19,0.33,0.05,0.27,0.31,65.03,17.3,-7.3
"315","AL21",2002,"Allison","Monitor",-116.4205,39.3186,2209.2,470.53,0.38,0.1,0,0.29,0.29,65.03,17.3,-7.3
"316","AL22",2002,"Allison","Monitor",-116.4168,39.3227,2179.1,316.85,0.19,0.05,0,0.41,0.41,65.03,17.3,-7.3
"317","AN01.1",2002,"Antone","Toquima",-116.9049,38.6693,2403.3,486.13,0.05,0.57,0.04,0,0.04,110.49,15.4,-9.3
"318","AN01.2",2002,"Antone","Toquima",-116.911,38.6671,2425.4,446.62,0.1,0.43,0.03,0,0.03,110.49,15.4,-9.3
"319","AN01.3",2002,"Antone","Toquima",-116.915,38.6672,2449.7,510.8,0.19,0.24,0.36,0,0.36,110.49,15.4,-9.3
"320","AN02.1",2002,"Antone","Toquima",-116.9206,38.6641,2485.9,392.79,0.86,0.19,0,0.01,0.01,110.49,15.4,-9.3
"321","AN02.2",2002,"Antone","Toquima",-116.9257,38.6637,2518.3,407.86,0.14,0.71,0,0,0,110.49,15.4,-9.3
"322","AN03.1",2002,"Antone","Toquima",-116.9357,38.6626,2603.6,559.86,0.1,0.1,0.36,0,0.36,110.49,15.4,-9.3
"323","AN03.2",2002,"Antone","Toquima",-116.9405,38.6601,2657.7,525.97,0.57,0,0,0,0,145.29,11.8,-10.8
"324","AN04.1",2002,"Antone","Toquima",-116.9461,38.6591,2735.3,609.77,0.86,0,0,0,0,145.29,11.8,-10.8
"325","BA01.1",2002,"Barrett","Shoshone",-117.4875,39.0907,2156.2,421.29,0.29,0.1,0,0.35,0.35,76.96,16.6,-7.6
"326","BA01.2",2002,"Barrett","Shoshone",-117.4922,39.0928,2179.6,486.67,0.33,0.19,0,0.31,0.31,76.96,16.6,-7.6
"327","BA02.1",2002,"Barrett","Shoshone",-117.5073,39.0955,2263.5,452.05,0.62,0.19,0,0,0,76.96,16.6,-7.6
"328","BA02.2",2002,"Barrett","Shoshone",-117.5103,39.0966,2282.2,453.83,0.33,0.24,0,0.34,0.34,76.96,16.6,-7.6
"329","BA03.1",2002,"Barrett","Shoshone",-117.5223,39.0966,2364.4,524.44,0.57,0.1,0,0,0,111.5,14.2,-7.4
"330","BA03.2",2002,"Barrett","Shoshone",-117.5263,39.0967,2395,554.95,0.71,0.1,0,0.11,0.11,111.5,14.2,-7.4
"331","BA04.1",2002,"Barrett","Shoshone",-117.533,39.0977,2454.8,586.86,0.57,0.14,0,0.35,0.35,111.5,14.2,-7.4
"332","BA04.2",2002,"Barrett","Shoshone",-117.5341,39.099,2468,531.02,0.76,0.24,0,0.03,0.03,111.5,14.2,-7.4
"333","BA05.1",2002,"Barrett","Shoshone",-117.5377,39.102,2517.7,443.22,0.76,0.29,0,0,0,111.5,14.2,-7.4
"334","BA05.2",2002,"Barrett","Shoshone",-117.54,39.103,2553.8,440.57,0.24,0.48,0,0,0,111.5,14.2,-7.4
"335","BA06.1",2002,"Barrett","Shoshone",-117.5431,39.1054,2640.3,616.57,0.29,0,0,0.04,0.04,99.57,14.8,-7.2
"336","BA06.2",2002,"Barrett","Shoshone",-117.5443,39.1059,2678.7,663.46,0.24,0.14,0,0.06,0.06,99.57,14.8,-7.2
"337","BE01.1",2002,"Becker","Shoshone",-117.468,39.0999,2166.4,532.05,0.14,0,0,0.62,0.62,52.08,18.3,-7.9
"338","BE01.2",2002,"Becker","Shoshone",-117.47,39.1039,2187.9,408.06,0.19,0.19,0,0.53,0.53,52.08,18.3,-7.9
"339","BE02.1",2002,"Becker","Shoshone",-117.4714,39.1127,2241.2,498.1,0.29,0.1,0,0.34,0.34,105.92,14.8,-7.1
"340","BE02.2",2002,"Becker","Shoshone",-117.4707,39.1139,2248,397.26,0.33,0.14,0,0.23,0.23,105.92,14.8,-7.1
"341","BE03.1",2002,"Becker","Shoshone",-117.4652,39.124,2359.3,579.32,0.14,0,0,0.83,0.83,105.92,14.8,-7.1
"342","BE03.2",2002,"Becker","Shoshone",-117.4646,39.1248,2373.4,589.29,0.24,0.05,0,0.27,0.27,105.92,14.8,-7.1
"343","BI01.1",2002,"Birch","Toiyabe",-117.0129,39.3804,1966.4,461.61,0.19,0,0,0.21,0.21,71.63,18.9,-5.1
"344","BI01.2",2002,"Birch","Toiyabe",-117.0166,39.3809,1990.7,477.79,0.43,0.1,0.24,0.02,0.26,71.63,18.9,-5.1
"345","BI02.1",2002,"Birch","Toiyabe",-117.0281,39.3878,2057.8,477.12,0.19,0,0.24,0.12,0.36,152.65,14.2,-6.9
"346","BI02.2",2002,"Birch","Toiyabe",-117.0324,39.3898,2104.5,606.85,0.43,0.13,0,0.1,0.1,152.65,14.2,-6.9
"347","BI03.1",2002,"Birch","Toiyabe",-117.0329,39.3932,2122.3,613.14,0.24,0,0.05,0.5,0.55,152.65,14.2,-6.9
"348","BI03.2",2002,"Birch","Toiyabe",-117.0351,39.3962,2153.2,521.75,0.48,0.1,0.04,0.01,0.05,142.5,15.1,-6.4
"349","BI03.3",2002,"Birch","Toiyabe",-117.0398,39.3986,2157.6,360.5,0.14,0,0,0,0,142.5,15.1,-6.4
"350","BI04.1",2002,"Birch","Toiyabe",-117.0463,39.4092,2210.7,484.82,0.67,0.33,0.04,0,0.04,142.5,15.1,-6.4
"351","BI04.2",2002,"Birch","Toiyabe",-117.0476,39.4132,2230.7,487.55,0.29,0.24,0.14,0,0.14,142.5,15.1,-6.4
"352","BI04.3",2002,"Birch","Toiyabe",-117.0462,39.4246,2324.3,457.78,0.29,0.05,0.05,0,0.05,142.5,15.1,-6.4
"353","BI05.1",2002,"Birch","Toiyabe",-117.0457,39.4285,2376,482.39,0.48,0,0,0,0,142.5,15.1,-6.4
"354","BI05.2",2002,"Birch","Toiyabe",-117.0475,39.4313,2409.9,510.6,0.67,0,0,0,0,142.5,15.1,-6.4
"355","BI06.1",2002,"Birch","Toiyabe",-117.0532,39.4338,2483.6,483.17,0.43,0.1,0,0,0,142.5,15.1,-6.4
"356","BI06.2",2002,"Birch","Toiyabe",-117.0554,39.437,2524,454.62,0.71,0.38,0,0,0,142.5,15.1,-6.4
"357","BI07.1",2002,"Birch","Toiyabe",-117.0527,39.4409,2554.8,404.46,0.38,0.05,0,0,0,126.75,15.2,-6.4
"358","BI07.2",2002,"Birch","Toiyabe",-117.0515,39.4441,2586.3,425.18,0.29,0.14,0,0,0,126.75,15.2,-6.4
"359","BI0B1",2002,"Birch","Toiyabe",-117.0012,39.3724,1900.1,458.07,0,0,0,0,0,71.63,18.9,-5.1
"360","BI0B2",2002,"Birch","Toiyabe",-117.0042,39.3739,1919.6,539.1,0,0.05,0.02,0,0.02,71.63,18.9,-5.1
"361","BI0B3",2002,"Birch","Toiyabe",-117.0078,39.3756,1928.9,474.75,0.05,0.05,0,0,0,71.63,18.9,-5.1
"362","BI0B4",2002,"Birch","Toiyabe",-117.0107,39.3791,1959.9,554.93,0.05,0.14,0.38,0.02,0.4,71.63,18.9,-5.1
"363","BL01",2002,"Barley","Monitor",-116.6971,38.6207,2249,241.79,0.33,0,0,0.05,0.05,55.88,18.3,-7.9
"364","BL02",2002,"Barley","Monitor",-116.696,38.6238,2239.7,514.98,0.67,0.29,0,0.21,0.21,55.88,18.3,-7.9
"365","BL03",2002,"Barley","Monitor",-116.6953,38.627,2224.9,500.99,0.52,0.05,0.4,0.02,0.42,55.88,18.3,-7.9
"366","BL04",2002,"Barley","Monitor",-116.6838,38.6316,2241,335.22,0.52,0.29,0.24,0,0.24,98.04,16.6,-8.3
"367","BL05",2002,"Barley","Monitor",-116.6801,38.633,2244.9,435.42,0.43,0.31,0.11,0.02,0.14,98.04,16.6,-8.3
"368","BL06",2002,"Barley","Monitor",-116.6762,38.6343,2256,420.27,0.33,0.14,0,0.06,0.06,98.04,16.6,-8.3
"369","BL07",2002,"Barley","Monitor",-116.6721,38.6337,2258,386.85,0.38,0.19,0.08,0.26,0.34,98.04,16.6,-8.3
"370","BL08",2002,"Barley","Monitor",-116.6635,38.6356,2275.5,363.69,0.52,0,0,0.04,0.04,98.04,16.6,-8.3
"371","BL09",2002,"Barley","Monitor",-116.6595,38.637,2282.8,351.61,0.1,0.48,0.19,0.02,0.22,98.04,16.6,-8.3
"372","BL10",2002,"Barley","Monitor",-116.6528,38.6418,2308.6,413.23,0.05,0,0,0.6,0.6,98.04,16.6,-8.3
"373","BL11",2002,"Barley","Monitor",-116.6475,38.6444,2318.2,516.1,0.24,0.14,0,0.03,0.03,98.04,16.6,-8.3
"374","BL12",2002,"Barley","Monitor",-116.6396,38.6537,2344.6,369.23,0.19,0.19,0.11,0.01,0.13,134.88,15.1,-9
"375","BL13",2002,"Barley","Monitor",-116.6385,38.6556,2358.9,505.39,0.33,0.05,0.18,0.02,0.2,134.88,15.1,-9
"376","BL14",2002,"Barley","Monitor",-116.6368,38.6584,2375.6,526.21,0.19,0.38,0,0.08,0.08,134.88,15.1,-9
"377","BL15",2002,"Barley","Monitor",-116.6379,38.6629,2388.8,527.53,0.29,0.24,0.06,0.11,0.18,134.88,15.1,-9
"378","BL16",2002,"Barley","Monitor",-116.6377,38.6661,2397.6,404.23,0.38,0.24,0.18,0.04,0.22,134.88,15.1,-9
"379","CBN01",2002,"CharnocNorth","Monitor",-116.4643,39.2916,2422,387.63,0.95,0,0,0,0,79.75,14.9,-8.4
"380","CBN02",2002,"CharnocNorth","Monitor",-116.4611,39.2911,2456.6,486.16,0.71,0.1,0.19,0.02,0.21,79.75,14.9,-8.4
"381","CBN04",2002,"CharnocNorth","Monitor",-116.465,39.2989,2424.9,355.47,0.81,0.43,0,0.02,0.02,79.75,14.9,-8.4
"382","CBN05",2002,"CharnocNorth","Monitor",-116.4659,39.2961,2413.2,393.3,0.57,0.24,0,0.02,0.02,79.75,14.9,-8.4
